id_university_subject,name,full_name,code,hours,enableable,validable,credits,semesters,id_university_type_subject,id_university_qualification_type,id_authorization_program,id_university_deparment,id_program,description,status,file_name,university_type_subject,university_qualification_type,authorization_programs,university_department,program
132,INTELIGENCIA ARTIFICIAL,INTELIGENCIA ARTIFICIAL,750022C,04:00:00,True,True,3,8,1,1,3,2,1,INTELIGENCIA ARTIFICIAL,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 3, 'resolution_number': '048', 'status': True, 'created_at': '2022-12-17 19:11:05', 'updated_at': '2022-12-17 19:11:05', 'id_program': 1, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 1, 'full_name': 'Ingeniería de Sistemas'}"
483,Fisica + Laboratorio,Fisica + Laboratorio,106012C,07:00:00,False,False,4,3,2,1,2,2,1,Fisica + Laboratorio,True,,"{'id_university_type_subject': 2, 'type': 'Basica', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 2, 'resolution_number': '047', 'status': True, 'created_at': '2022-12-17 19:03:33', 'updated_at': '2022-12-17 19:03:33', 'id_program': 1, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 1, 'full_name': 'Ingeniería de Sistemas'}"
146,Programación con Restricciones,Programación con Restricciones,750067M,03:00:00,True,True,3,9,1,1,3,2,1,Programación con Restricciones,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 3, 'resolution_number': '048', 'status': True, 'created_at': '2022-12-17 19:11:05', 'updated_at': '2022-12-17 19:11:05', 'id_program': 1, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 1, 'full_name': 'Ingeniería de Sistemas'}"
123,Bases de Datos I,Bases de Datos I,750030M,04:00:00,True,True,3,9,1,1,3,2,1,Bases de Datos I,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 3, 'resolution_number': '048', 'status': True, 'created_at': '2022-12-17 19:11:05', 'updated_at': '2022-12-17 19:11:05', 'id_program': 1, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 1, 'full_name': 'Ingeniería de Sistemas'}"
487,Descubrimiento del Conocimiento en Bases de Datos,Descubrimiento del Conocimiento en Bases de Datos,750061M,03:00:00,False,False,3,9,3,1,3,2,1,Descubrimiento del Conocimiento en Bases de Datos,True,,"{'id_university_type_subject': 3, 'type': 'Electiva profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 3, 'resolution_number': '048', 'status': True, 'created_at': '2022-12-17 19:11:05', 'updated_at': '2022-12-17 19:11:05', 'id_program': 1, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 1, 'full_name': 'Ingeniería de Sistemas'}"
383,Introducción a la contaduría pública ,Introducción a la contaduría pública ,802008C,03:00:00,True,True,3,1,1,1,18,2,6,Introducción a la contaduría pública ,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 18, 'resolution_number': '240-DIU', 'status': True, 'created_at': '2023-02-15 01:20:45', 'updated_at': '2023-02-15 01:20:45', 'id_program': 6, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 6, 'full_name': 'Contaduría Publica'}"
384,Fundamentos de contabilidad ,Fundamentos de contabilidad ,802004C,03:00:00,True,True,3,1,1,1,18,2,6,Fundamentos de contabilidad ,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 18, 'resolution_number': '240-DIU', 'status': True, 'created_at': '2023-02-15 01:20:45', 'updated_at': '2023-02-15 01:20:45', 'id_program': 6, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 6, 'full_name': 'Contaduría Publica'}"
385,Taller de habilidades informáticas para la gestión (Científico tecnológico),Taller de habilidades informáticas para la gestión (Científico tecnológico),801044C,03:00:00,True,True,3,1,1,1,18,2,6,Taller de habilidades informáticas para la gestión (Científico tecnológico),True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 18, 'resolution_number': '240-DIU', 'status': True, 'created_at': '2023-02-15 01:20:45', 'updated_at': '2023-02-15 01:20:45', 'id_program': 6, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 6, 'full_name': 'Contaduría Publica'}"
387,Introducción al derecho y constitución política ,Introducción al derecho y constitución política ,801042C,03:00:00,True,True,3,1,1,1,18,2,6,Introducción al derecho y constitución política ,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 18, 'resolution_number': '240-DIU', 'status': True, 'created_at': '2023-02-15 01:20:45', 'updated_at': '2023-02-15 01:20:45', 'id_program': 6, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 6, 'full_name': 'Contaduría Publica'}"
389,Estadística I para las ciencias de la administración,Estadística I para las ciencias de la administración,801083C,03:00:00,True,True,3,3,1,1,18,2,6,Estadística I para las ciencias de la administración,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 18, 'resolution_number': '240-DIU', 'status': True, 'created_at': '2023-02-15 01:20:45', 'updated_at': '2023-02-15 01:20:45', 'id_program': 6, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 6, 'full_name': 'Contaduría Publica'}"
390,Proceso administrativo,Proceso administrativo,801043C,03:00:00,True,True,3,3,1,1,18,2,6,Proceso administrativo,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 18, 'resolution_number': '240-DIU', 'status': True, 'created_at': '2023-02-15 01:20:45', 'updated_at': '2023-02-15 01:20:45', 'id_program': 6, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 6, 'full_name': 'Contaduría Publica'}"
391,Contabilidad de los recursos y obligaciones de largo plazo y patrimonio,Contabilidad de los recursos y obligaciones de largo plazo y patrimonio,802015C,03:00:00,True,True,3,3,1,1,18,2,6,Contabilidad de los recursos y obligaciones de largo plazo y patrimonio,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 18, 'resolution_number': '240-DIU', 'status': True, 'created_at': '2023-02-15 01:20:45', 'updated_at': '2023-02-15 01:20:45', 'id_program': 6, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 6, 'full_name': 'Contaduría Publica'}"
392,Legislación laboral,Legislación laboral,801099C,03:00:00,True,True,3,3,1,1,18,2,6,Legislación laboral,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 18, 'resolution_number': '240-DIU', 'status': True, 'created_at': '2023-02-15 01:20:45', 'updated_at': '2023-02-15 01:20:45', 'id_program': 6, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 6, 'full_name': 'Contaduría Publica'}"
393,Legislación comercial II,Legislación comercial II,801074C,03:00:00,True,True,3,3,1,1,18,2,6,Legislación comercial II,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 18, 'resolution_number': '240-DIU', 'status': True, 'created_at': '2023-02-15 01:20:45', 'updated_at': '2023-02-15 01:20:45', 'id_program': 6, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 6, 'full_name': 'Contaduría Publica'}"
394,Macroeconomía y coyuntura,Macroeconomía y coyuntura,801069C,03:00:00,True,True,3,3,1,1,18,2,6,Macroeconomía y coyuntura,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 18, 'resolution_number': '240-DIU', 'status': True, 'created_at': '2023-02-15 01:20:45', 'updated_at': '2023-02-15 01:20:45', 'id_program': 6, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 6, 'full_name': 'Contaduría Publica'}"
441,Práctica Empresarial Contable,Práctica Empresarial Contable,802067M ,01:00:00,True,True,3,11,1,1,18,2,6,Práctica Empresarial Contable,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 18, 'resolution_number': '240-DIU', 'status': True, 'created_at': '2023-02-15 01:20:45', 'updated_at': '2023-02-15 01:20:45', 'id_program': 6, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 6, 'full_name': 'Contaduría Publica'}"
540,Sistemas Operativos,Sistemas Operativos,750008M,03:00:00,True,True,3,4,1,1,2,2,1,Sistemas Operativos,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 2, 'resolution_number': '047', 'status': True, 'created_at': '2022-12-17 19:03:33', 'updated_at': '2022-12-17 19:03:33', 'id_program': 1, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 1, 'full_name': 'Ingeniería de Sistemas'}"
396,Casos Contables Especiales II,Casos Contables Especiales II,802086M,03:00:00,True,True,3,5,1,1,28,2,6,Casos Contables Especiales II,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 28, 'resolution_number': '091-DIU', 'status': True, 'created_at': '2023-08-06 23:28:03', 'updated_at': '2023-08-06 23:28:03', 'id_program': 6, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 6, 'full_name': 'Contaduría Publica'}"
397,Inferencia estadística,Inferencia estadística,801150M,03:00:00,True,True,3,5,1,1,28,2,6,Inferencia estadística,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 28, 'resolution_number': '091-DIU', 'status': True, 'created_at': '2023-08-06 23:28:03', 'updated_at': '2023-08-06 23:28:03', 'id_program': 6, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 6, 'full_name': 'Contaduría Publica'}"
400,Lectura de textos contables inglés III,Lectura de textos contables inglés III,204151M,03:00:00,True,True,3,5,1,1,28,2,6,Lectura de textos contables inglés III,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 28, 'resolution_number': '091-DIU', 'status': True, 'created_at': '2023-08-06 23:28:03', 'updated_at': '2023-08-06 23:28:03', 'id_program': 6, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 6, 'full_name': 'Contaduría Publica'}"
398,Fundamentos de costos,Fundamentos de costos,802091M,03:00:00,True,True,3,5,1,1,28,2,6,Fundamentos de costos,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 28, 'resolution_number': '091-DIU', 'status': True, 'created_at': '2023-08-06 23:28:03', 'updated_at': '2023-08-06 23:28:03', 'id_program': 6, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 6, 'full_name': 'Contaduría Publica'}"
402,Comercio Exterior,Comercio Exterior,801062M,03:00:00,True,True,3,5,2,1,28,2,6,Comercio Exterior,True,,"{'id_university_type_subject': 2, 'type': 'Basica', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 28, 'resolution_number': '091-DIU', 'status': True, 'created_at': '2023-08-06 23:28:03', 'updated_at': '2023-08-06 23:28:03', 'id_program': 6, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 6, 'full_name': 'Contaduría Publica'}"
404,Control y auditoría,Control y auditoría,802093M,03:00:00,True,True,3,7,1,1,28,2,6,Control y auditoría,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 28, 'resolution_number': '091-DIU', 'status': True, 'created_at': '2023-08-06 23:28:03', 'updated_at': '2023-08-06 23:28:03', 'id_program': 6, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 6, 'full_name': 'Contaduría Publica'}"
403,Procesos de costos 2,Procesos de costos 2,802090M,03:00:00,True,True,3,7,1,1,28,2,6,Procesos de costos 2,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 28, 'resolution_number': '091-DIU', 'status': True, 'created_at': '2023-08-06 23:28:03', 'updated_at': '2023-08-06 23:28:03', 'id_program': 6, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 6, 'full_name': 'Contaduría Publica'}"
196,Inglés con fines generales y académicos I,Inglés con fines generales y académicos I,204025C,04:00:00,True,True,3,3,1,1,19,2,2,Inglés con fines generales y académicos I,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 19, 'resolution_number': '246-DIU', 'status': True, 'created_at': '2023-02-15 02:05:28', 'updated_at': '2023-02-15 02:05:28', 'id_program': 2, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 2, 'full_name': 'Administracion de empresas'}"
406,Software y procesos contables,Software y procesos contables,802099M,03:00:00,True,True,3,7,1,1,28,2,6,Software y procesos contables,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 28, 'resolution_number': '091-DIU', 'status': True, 'created_at': '2023-08-06 23:28:03', 'updated_at': '2023-08-06 23:28:03', 'id_program': 6, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 6, 'full_name': 'Contaduría Publica'}"
407,Proceso administrativo empresarial,Proceso administrativo empresarial,801151M,03:00:00,True,True,3,7,1,1,28,2,6,Proceso administrativo empresarial,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 28, 'resolution_number': '091-DIU', 'status': True, 'created_at': '2023-08-06 23:28:03', 'updated_at': '2023-08-06 23:28:03', 'id_program': 6, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 6, 'full_name': 'Contaduría Publica'}"
408,Dirección y organización contable,Dirección y organización contable,802092M,03:00:00,True,True,3,7,1,1,28,2,6,Dirección y organización contable,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 28, 'resolution_number': '091-DIU', 'status': True, 'created_at': '2023-08-06 23:28:03', 'updated_at': '2023-08-06 23:28:03', 'id_program': 6, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 6, 'full_name': 'Contaduría Publica'}"
409,Electiva Profesional IV: Fundamentos de Contabilidad Internacional,Electiva Profesional IV: Fundamentos de Contabilidad Internacional,802111M,03:00:00,True,True,3,7,1,1,28,2,6,Electiva Profesional IV: Fundamentos de Contabilidad Internacional,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 28, 'resolution_number': '091-DIU', 'status': True, 'created_at': '2023-08-06 23:28:03', 'updated_at': '2023-08-06 23:28:03', 'id_program': 6, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 6, 'full_name': 'Contaduría Publica'}"
426,Matemática financiera,Matemática financiera,802078M,03:00:00,True,True,3,6,1,1,4,2,6,Matemática financiera,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 4, 'resolution_number': '091-NOC', 'status': True, 'created_at': '2023-01-16 13:05:50', 'updated_at': '2023-01-16 13:05:50', 'id_program': 6, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 6, 'full_name': 'Contaduría Publica'}"
399,Matemática financiera,Matemática financiera,802078M,03:00:00,True,True,3,5,1,1,28,2,6,Matemática financiera,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 28, 'resolution_number': '091-DIU', 'status': True, 'created_at': '2023-08-06 23:28:03', 'updated_at': '2023-08-06 23:28:03', 'id_program': 6, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 6, 'full_name': 'Contaduría Publica'}"
395,Inglés con fines generales y académicos I,Inglés con fines generales y académicos I,204025C,04:00:00,True,True,3,3,1,1,18,2,6,Inglés con fines generales y académicos I,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 18, 'resolution_number': '240-DIU', 'status': True, 'created_at': '2023-02-15 01:20:45', 'updated_at': '2023-02-15 01:20:45', 'id_program': 6, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 6, 'full_name': 'Contaduría Publica'}"
442,Continuación Práctica Empresarial Contable,Continuación Práctica Empresarial Contable,802094M ,01:00:00,True,True,3,11,1,1,18,2,6,Continuación Práctica Empresarial Contable,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 18, 'resolution_number': '240-DIU', 'status': True, 'created_at': '2023-02-15 01:20:45', 'updated_at': '2023-02-15 01:20:45', 'id_program': 6, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 6, 'full_name': 'Contaduría Publica'}"
443,Continuación de Trabajo de Grado,Continuación de Trabajo de Grado,990001M,01:00:00,True,True,3,11,1,1,18,2,6,Continuación de Trabajo de Grado,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 18, 'resolution_number': '240-DIU', 'status': True, 'created_at': '2023-02-15 01:20:45', 'updated_at': '2023-02-15 01:20:45', 'id_program': 6, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 6, 'full_name': 'Contaduría Publica'}"
177,Taller Habilidades y herramientas informáticas para la gestión ,Taller Habilidades y herramientas informáticas para la gestión ,801044C,03:00:00,True,True,3,1,1,1,19,2,2,Taller Habilidades y herramientas informáticas para la gestión ,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 19, 'resolution_number': '246-DIU', 'status': True, 'created_at': '2023-02-15 02:05:28', 'updated_at': '2023-02-15 02:05:28', 'id_program': 2, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 2, 'full_name': 'Administracion de empresas'}"
179,Proceso administrativo ,Proceso administrativo ,801043C,03:00:00,True,True,3,1,1,1,19,2,2,Proceso administrativo ,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 19, 'resolution_number': '246-DIU', 'status': True, 'created_at': '2023-02-15 02:05:28', 'updated_at': '2023-02-15 02:05:28', 'id_program': 2, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 2, 'full_name': 'Administracion de empresas'}"
180,Introducción al derecho y constitución política ,Introducción al derecho y constitución política ,801042C,03:00:00,True,True,3,1,1,1,19,2,2,Introducción al derecho y constitución política ,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 19, 'resolution_number': '246-DIU', 'status': True, 'created_at': '2023-02-15 02:05:28', 'updated_at': '2023-02-15 02:05:28', 'id_program': 2, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 2, 'full_name': 'Administracion de empresas'}"
181,Fundamentos de contabilidad ,Fundamentos de contabilidad ,802004C,03:00:00,True,True,3,1,1,1,19,2,2,Fundamentos de contabilidad ,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 19, 'resolution_number': '246-DIU', 'status': True, 'created_at': '2023-02-15 02:05:28', 'updated_at': '2023-02-15 02:05:28', 'id_program': 2, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 2, 'full_name': 'Administracion de empresas'}"
182,Fundamentos de Economía y Comercio ,Fundamentos de Economía y Comercio ,801002C,03:00:00,True,True,3,1,1,1,19,2,2,Fundamentos de Economía y Comercio ,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 19, 'resolution_number': '246-DIU', 'status': True, 'created_at': '2023-02-15 02:05:28', 'updated_at': '2023-02-15 02:05:28', 'id_program': 2, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 2, 'full_name': 'Administracion de empresas'}"
190,Estadística I para las ciencias de la administración,Estadística I para las ciencias de la administración,801083C,03:00:00,True,True,3,3,1,1,19,2,2,Estadística I para las ciencias de la administración,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 19, 'resolution_number': '246-DIU', 'status': True, 'created_at': '2023-02-15 02:05:28', 'updated_at': '2023-02-15 02:05:28', 'id_program': 2, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 2, 'full_name': 'Administracion de empresas'}"
191,Pensamiento Contemporáneo de la Administración y las Organizaciones,Pensamiento Contemporáneo de la Administración y las Organizaciones,801091C,03:00:00,True,True,3,3,1,1,19,2,2,Pensamiento Contemporáneo de la Administración y las Organizaciones,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 19, 'resolution_number': '246-DIU', 'status': True, 'created_at': '2023-02-15 02:05:28', 'updated_at': '2023-02-15 02:05:28', 'id_program': 2, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 2, 'full_name': 'Administracion de empresas'}"
193,Legislación comercial I,Legislación comercial I,801073C,03:00:00,True,True,3,3,1,1,19,2,2,Legislación comercial I,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 19, 'resolution_number': '246-DIU', 'status': True, 'created_at': '2023-02-15 02:05:28', 'updated_at': '2023-02-15 02:05:28', 'id_program': 2, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 2, 'full_name': 'Administracion de empresas'}"
194,Matemática para finanzas,Matemática para finanzas,802013C,03:00:00,True,True,3,3,1,1,19,2,2,Matemática para finanzas,True,,"{'id_university_type_subject': 1, 'type': 'Profesional', 'status': True}","{'id_university_qualification_type': 1, 'description': 'Numerica', 'status': True}","{'id_authorization_program': 19, 'resolution_number': '246-DIU', 'status': True, 'created_at': '2023-02-15 02:05:28', 'updated_at': '2023-02-15 02:05:28', 'id_program': 2, 'id_user': 1}","{'id_university_deparment': 2, 'id_faculty': 7, 'description': 'Escuela de Ingeniería de Sistemas y computación', 'status': True}","{'id_program': 2, 'full_name': 'Administracion de empresas'}"
